,Unnamed: 0,id,user_id,company_id,billing_tariff_id,payed_until,is_payed,created_at,updated_at,billing_tariff_price_id,comment,pay_date
4,4,3050,567,512,3,1640153302,False,1608617302,1608617302,12.0,,
6,6,3051,2861,2474,7,1640131200,True,1608626162,1608626181,23.0,,1608626181.0
16,16,3059,1902,1645,2,1616577484,False,1608801484,1608801484,6.0,,
18,18,3065,2352,2035,7,1643500799,False,1608883175,1608883175,23.0,,
24,24,3062,1074,926,3,1611964800,True,1608814072,1608899674,9.0,,1609200000.0
42,42,3099,2330,2014,7,1611878400,True,1609233377,1609233504,20.0,,1609233504.0
43,43,3098,2707,2353,2,1625011200,True,1609227069,1609328893,7.0,"30,12 - пришла оплата",1609200000.0
54,54,3119,407,366,4,1612742400,True,1610085035,1610085080,13.0,,1610085080.0
57,57,3123,531,483,4,1641945599,False,1610342051,1610342051,16.0,,
58,58,3125,2352,2035,7,1614556800,True,1610344168,1610344285,20.0,,1610344285.0
66,66,3131,2989,2565,2,1625961600,False,1610376793,1610376814,7.0,,
73,73,3107,1134,981,7,1613001600,True,1609317515,1612939588,20.0,"попросил продлить на 1 день, оплатит",1609286400.0
78,78,4818,4671,3785,2,1689465600,False,1626443988,1626443991,35.0,,
79,79,4854,4451,3633,7,1628812800,True,1626858295,1628679348,23.0,"оплата пришла 5,08
Переоткрыла другой лк",1628121600.0
82,82,5229,5013,4032,2,1661299200,False,1629820116,1629820125,8.0,,
83,83,3057,2920,2507,4,1624406400,False,1608717664,1608725138,15.0,"23,12 - оплатили, ожидаем в январе сообщение об активации тарифа",1608854400.0
92,92,5231,5019,4038,7,1661299200,False,1629820218,1629820222,23.0,,
93,93,3124,531,483,4,1613001600,True,1610342065,1610342130,13.0,,1610342130.0
94,94,5233,5022,4041,2,1630972800,False,1629821667,1629821686,7.0,,
100,100,5301,3942,3276,2,1646265600,False,1630409635,1630409641,7.0,,
101,101,4309,3903,3244,7,1657843200,False,1622474022,1622474046,23.0,,1622419200.0
102,102,5026,4857,3917,2,1630886400,True,1628174146,1630934664,35.0,"24 + 4 мес
06.09,2021 Возврат",1628208000.0
103,103,4385,4271,3515,2,1623715200,False,1623101458,1623101481,24.0,,
104,104,4402,3943,3277,7,1654646400,False,1623160457,1623160459,23.0,,
106,106,4414,4170,3443,4,1655337600,False,1623244427,1623244431,16.0,,
108,108,5388,5160,4132,2,1678060800,False,1630938988,1630938993,24.0,,
109,109,5387,3942,3276,2,1646524800,False,1630938819,1630945294,7.0,,
110,110,4437,4007,3323,11,1640649600,True,1623413724,1623413828,38.0,Активировали вместо текущего тарифа. Нужен был бэкап,1623413828.0
112,112,4439,4151,3429,7,1654905600,False,1623418288,1623418292,23.0,,
121,121,5402,5183,4145,7,1678147200,False,1631029912,1631029918,26.0,,
122,122,5404,407,366,7,1662767999,False,1631031981,1631031981,23.0,,
123,123,5405,5190,4150,9,1632182400,False,1631034481,1631034493,36.0,,
131,131,4820,24,21,4,1629158399,False,1626463664,1626463664,13.0,,
137,137,3061,1902,1645,2,1617062400,True,1608802041,1609163031,6.0,,1609163031.0
139,139,3132,2290,1975,2,1611014400,True,1610440568,1610440857,7.0,"12,01 - активировали 7 дней тарифа бесплатно, потом в оплату пойдет",1610440857.0
145,145,4176,4007,3323,7,1640649600,False,1621426405,1623413853,22.0,6+1 мес,1621382400.0
146,146,3373,3245,2766,2,1623369600,True,1612790101,1623419969,7.0,"оплата 16,02,21
возврат 20,02,21",1613433600.0
152,152,4446,4062,3361,7,1639526399,False,1623655935,1623655935,22.0,,
153,153,4447,2566,2227,7,1626220800,True,1623661640,1623661769,20.0,,1623661769.0
158,158,4454,3943,3277,2,1671062400,False,1623748037,1623748040,24.0,,
163,163,8966,2838,2462,7,1690243200,False,1658752503,1658752506,23.0,,
164,164,4450,3927,3263,7,1639526400,True,1623731420,1623759944,22.0,,1623759944.0
167,167,4466,24,21,4,1626307200,True,1623777647,1623777754,13.0,,1623777754.0
171,171,4471,3914,3252,7,1655337600,False,1623827915,1623827919,23.0,,
174,174,4475,3943,3277,10,1686873600,False,1623834420,1623834423,37.0,,
175,175,4476,1988,1723,7,1655337600,True,1623836681,1623836697,23.0,,1623836697.0
177,177,4478,3943,3277,7,1639612800,False,1623852165,1623852167,22.0,,
181,181,4484,4123,3410,7,1655683200,False,1623921612,1623921619,23.0,,
186,186,4457,4123,3410,7,1640995200,True,1623755215,1623936949,22.0,6 мес ,1623888000.0
188,188,4493,2566,2227,2,1628035200,True,1623946108,1623946139,1.0,,1623946139.0
189,189,4488,4244,3495,7,1639785600,True,1623931335,1623947090,22.0,,1623947090.0
195,195,8969,2606,2263,2,1706140800,False,1658759194,1658759199,24.0,,
196,196,4503,4393,3599,7,1656374400,False,1624014129,1624014236,23.0,,
197,197,4505,3903,3244,2,1656460800,False,1624023658,1624023683,8.0,,1624579200.0
199,199,4507,4184,3457,7,1640217599,False,1624026652,1624026652,22.0,,
204,204,3045,567,512,2,1767657599,False,1608562042,1608562042,1.0,,
208,208,4819,4665,3781,2,1689465600,False,1626446372,1626446373,35.0,,
214,214,4822,24,21,4,1658102399,False,1626520161,1626520161,16.0,,
215,215,4458,4123,3410,7,1655683200,False,1623755366,1623755384,23.0,,
219,219,4501,3943,3277,7,1671321600,False,1624006011,1624006016,26.0,,
220,220,4511,4289,3524,10,1655769600,False,1624258521,1624258530,32.0,,
221,221,4473,4363,3579,2,1672531200,False,1623829630,1624459932,24.0,,1623801600.0
227,227,4497,2608,2265,7,1671494400,True,1623998276,1658742476,23.0,25 07 2022 + 3 месяца за видео кейс,1623974400.0
228,228,5094,3924,3260,7,1703548800,False,1628760471,1628760516,34.0,,1629936000.0
229,229,5095,4915,3958,2,1660297491,False,1628761491,1628761491,8.0,,
230,230,5092,4778,3855,9,1644624000,True,1628758053,1628763328,28.0,,1628763328.0
232,232,5098,689,615,2,1644624000,False,1628762664,1628769576,7.0,,1628726400.0
234,234,5101,4920,3962,2,1691798400,False,1628774763,1628774768,35.0,,
235,235,5102,2838,2462,2,1691798400,False,1628776201,1628776204,35.0,,
236,236,5103,4916,3959,9,1676160000,False,1628777919,1628777929,30.0,,
237,237,4897,4738,3828,9,1628812800,True,1627049315,1628835583,28.0,"12.08.21 - заблокировали доступ, отправили оф письмо о необходимости импорта смета.ру (оставалось179 дней до 7,02,22)",1626998400.0
239,239,5105,4925,3963,7,1664236800,False,1628845658,1628845703,23.0,,1630022400.0
241,241,5106,3942,3276,2,1691884800,False,1628853235,1628853239,35.0,,
245,245,5110,4929,3965,7,1660348800,False,1628868735,1628868740,23.0,,
246,246,5108,4846,3907,7,1702857600,True,1628861147,1629188206,34.0,(24 месяцев) + 120дн,1629158400.0
247,247,4571,2009,1737,7,1628726400,True,1624620510,1629276455,22.0,"оплата была еще в 09,20 года на 3 мес
12,08,21 - заморозили - осталось 44 дня (до 25,09,21)",1624579200.0
248,248,5230,5019,4038,2,1632441600,False,1629820162,1629820172,1.0,,
251,251,5205,1471,1265,7,1661990400,True,1629725469,1629893603,23.0,,1629893603.0
252,252,3345,3254,2774,7,1640908800,True,1612333314,1629894312,22.0,"5.03 - активировали пакет (срок был 6 мес по 3,08)
7,04,21 попросил заморозить, пока нет заказов (срок был по 15,09,21, остался 161 день)
3,06,21 разморозили тариф
14.07 - заморозили тариф обратно (осталось 119 дней), обучение так и не началось
23,07,21 - активировали по 20,11,21
Запросил возврат дней с 3,06 по 14,07 - т.к. не пользоватлся системой и не просил ее активировать - 41 день обратно вернули - по 31 декабря 21)",1615766400.0
256,256,5243,5036,4051,2,1661385600,False,1629912536,1629912546,8.0,,
259,259,5248,4895,3941,2,1630368000,False,1629972844,1629972854,35.0,,
261,261,5245,4795,3865,7,1667260800,True,1629957918,1630422652,23.0,"31,08,21 - пришла оплата + 30 дней",1630368000.0
263,263,5089,4770,3851,2,1633305600,True,1628753654,1633342443,7.0,"01,04,21 - запросили возврат (срок был 6 мес по 12,02,22)",1628726400.0
264,264,3046,567,512,6,1624287339,False,1608562539,1608562539,17.0,,
269,269,426,420,378,2,1573516799,False,1565529399,1565529399,6.0,,
270,270,4823,24,21,4,1629158400,True,1626520243,1626520369,13.0,,1626520369.0
271,271,448,435,393,4,1577577600,False,1566208429,1576334431,14.0,,
272,272,3158,3055,2620,7,1648425600,True,1610543308,1610543490,23.0,"опатил  39870, + 2 мес в подарок",1610543490.0
274,274,3160,2572,2233,2,1642032000,False,1610555213,1610555246,8.0,,1610582400.0
278,278,3173,3062,2626,3,1627430400,True,1610691737,1610691840,11.0,15.01 оплачена половина тарифа,1610691840.0
281,281,3244,3131,2685,7,1626739200,False,1611150951,1611150969,22.0,,1611878400.0
282,282,3155,2350,2033,2,1627948800,True,1610539760,1610709216,7.0,"15,01 оплатили ",1610668800.0
294,294,3208,598,538,7,1668902399,False,1610920622,1610920622,23.0,,
306,306,3227,2923,2508,3,1642636799,False,1611062106,1611062106,12.0,,
318,318,3248,3150,2698,2,1626825600,False,1611211451,1611211492,7.0,,
323,323,3258,2183,1886,2,1626912000,False,1611312730,1611312773,7.0,,1611532800.0
334,334,3209,2290,1975,7,1643587200,True,1610940640,1611570799,23.0,,1611570799.0
335,335,3282,2301,1986,7,1643328000,False,1611574090,1611574311,23.0,,1611878400.0
338,338,3277,1074,926,3,1614643200,True,1611560822,1611675516,9.0,,1611964800.0
344,344,3230,2238,1935,2,1623283200,True,1611067542,1623317083,8.0,"возврат 2,03,21",1611273600.0
345,345,3229,3073,2635,2,1626307200,True,1611065309,1626352624,7.0,"15,07,21 - оставили на паузу, нет функционала, который им нужен (был тариф до 29,07,21, осталось 14 дней)",1611014400.0
346,346,3047,567,512,7,1996790399,False,1608563106,1608563106,23.0,,
363,363,2487,2290,1975,7,1612051200,True,1602835768,1610974979,21.0,"Стартовый с 24,10-24,01, деактивирую 12,01 для подключения 7 дней пробного базового пакета, потом 7 дней необходимо будет отнять, что-то с настройками, переоткрыла базовый отдельно
Активировала обратно оставшиеся 12 дней тарифа",
382,382,3283,2966,2543,7,1630627200,True,1611575633,1613732245,22.0,"03,02,21 - пришла 2я часть оплаты
+1мес в подарок обещали, добавила ",1611878400.0
383,383,4504,2887,2484,2,1640131200,True,1624018381,1624259376,7.0,,1624259376.0
384,384,3205,2989,2565,2,1618272000,True,1610893581,1618303102,7.0,"Активировали 18,01  по 19,07,21
13,04 - деактивация тарифа, хотят реализиацию всех их запросов (осталось 97 дней)",1610928000.0
390,390,4515,4243,3494,9,1658361600,True,1624274644,1624284379,29.0,12 МЕс +30 дн,1624233600.0
391,391,4519,4412,3609,2,1658361600,False,1624283417,1624285898,8.0,,1625011200.0
392,392,4521,3943,3277,2,1655769600,False,1624289399,1624289402,8.0,,
394,394,4524,4388,3596,7,1641168000,True,1624341938,1624342018,22.0,,1624342018.0
395,395,4525,3924,3260,7,1658448000,False,1624346338,1624346367,23.0,,
396,396,4520,1018,882,7,1655942400,True,1624287954,1624350848,23.0,,1624406400.0
397,397,4526,3943,3277,7,1655856000,False,1624351568,1624351574,23.0,,
398,398,4481,1683,1451,6,1655510400,True,1623861049,1624352470,18.0,,1623801600.0
406,406,4538,3903,3244,7,1656547200,False,1624434902,1624434917,23.0,,1624579200.0
407,407,4539,711,628,4,1627257600,False,1624435807,1624435821,13.0,,1624579200.0
409,409,4541,27,30,4,1632441600,True,1624442673,1624442861,14.0,,1624442861.0
434,434,5111,2356,2037,7,1630022400,False,1628868924,1628868940,23.0,,
435,435,3291,2992,2567,2,1627257600,False,1611656595,1611656612,7.0,,1611619200.0
437,437,3292,2435,2119,2,1643155200,False,1611661727,1611661747,8.0,,1611619200.0
438,438,3294,2017,1744,2,1662854399,False,1611665724,1611665724,8.0,,
440,440,5302,3942,3276,2,1661904000,False,1630409676,1630409679,8.0,,
442,442,3298,407,366,4,1620518399,False,1611717257,1611717257,14.0,,
444,444,3296,3112,2670,2,1611705600,True,1611671490,1611733251,8.0,"27,01 - деактивация пакета, нужно будет активировать после регистрации на почту alekseymohov@gmail.com",1611619200.0
445,445,5403,5189,4149,2,1678147200,False,1631030044,1631030049,24.0,,
446,446,3300,3053,2618,7,1627344000,True,1611739148,1611739279,22.0,,1611739279.0
449,449,3304,2022,1748,2,1627344000,False,1611758020,1611758029,7.0,,
454,454,5406,5195,4154,2,1632182400,False,1631034569,1631034582,24.0,,
458,458,3313,3024,2594,7,1627430400,True,1611833618,1611834326,22.0,,1611834326.0
462,462,3321,343,309,4,1619827200,True,1611860848,1611861104,14.0,,1611861104.0
465,465,3295,2970,2547,7,1627516800,True,1611666899,1611914217,22.0,29.01 оплата поступила,1611619200.0
467,467,3324,2987,2563,2,1627516800,False,1611928614,1611930106,7.0,,1611878400.0
474,474,3333,2330,2014,7,1614556800,True,1612179161,1612179270,20.0,,1612179270.0
475,475,3335,3069,2631,7,1627862400,True,1612190172,1612248273,22.0,"2,02,21 активировала, как поступила оплата",1612248273.0
477,477,3337,3189,2731,3,1631145600,True,1612254601,1612254687,11.0,"Оплатил базовый на год, поменяли на профи на 6 мес + 1 мес в подарок",1612254687.0
478,478,3325,3229,2755,2,1647043200,True,1611929087,1612254921,8.0,"02,02 - клиенту было предложено +1 мес в подарок в связи с недопониманием, сменила с 12,02,22 по 12,03,22",1611878400.0
486,486,3286,3019,2590,2,1622073600,True,1611583555,1622095768,7.0,"оплата от 29,01,21
27,05,21 - поставили на заморозку (был до 30,07,21)",1611705600.0
489,489,4828,3942,3276,7,1689724800,False,1626689466,1626689472,34.0,,
495,495,3293,2435,2119,2,1627257600,False,1611661847,1611661860,7.0,,1611619200.0
496,496,4830,3942,3276,2,1689724800,False,1626693855,1626693864,35.0,,
501,501,3181,2966,2543,7,1645401600,False,1610713563,1612346660,23.0,,1611273600.0
502,502,3303,2992,2567,2,1630022400,True,1611744258,1613722517,7.0,"19,02,21 - добавили дополнительно еще 1 мес, ранее было отправлино письмо от них с идеями и доработками, согласованно с Грантом (срок был до 27,07,21)",1611705600.0
505,505,4544,3946,3280,2,1640217600,False,1624458444,1624458449,7.0,,
506,506,4548,3924,3260,7,1658534400,False,1624479158,1624479195,23.0,,1625011200.0
509,509,4535,2285,1970,2,1658620800,True,1624369192,1624516109,8.0,12 мес + 30 дней,1624406400.0
519,519,4846,4695,3802,9,1689811200,False,1626798692,1626798694,36.0,,
527,527,4852,3924,3260,9,1689897600,False,1626857324,1626857353,36.0,,1627689600.0
529,529,4856,3924,3260,10,1689897600,False,1626860037,1626860057,37.0,,1627689600.0
532,532,4858,4705,3807,2,1659225600,False,1626865945,1626865953,8.0,,
533,533,4859,4705,3807,2,1643500800,False,1626866520,1626866528,7.0,,
537,537,4862,3942,3276,2,1689897600,False,1626880186,1626880189,35.0,,
538,538,4863,3942,3276,2,1689897600,False,1626880359,1626880361,35.0,,
539,539,4752,4574,3717,7,1661126400,True,1626165202,1626930338,23.0,"12 мес + 30 дн
Тариф оплачен, активировать по запросу клиента",1626220800.0
542,542,4163,3885,3231,7,1658188800,True,1621345689,1626943142,23.0,"19,05-12 мес + 2 мес",1621382400.0
543,543,4546,4389,3597,2,1626998400,True,1624459841,1627048874,24.0,"22,07. Запросили возврат, т.к. нужен зп модуль и пожелания по актам и взаиморасчетам (был тариф по 03.01,2023)",1624406400.0
544,544,4839,3024,2594,7,1644019200,True,1626770506,1628149188,22.0,"Пришла оплата 5,08",1628149188.0
549,549,3306,2022,1748,2,1627344000,False,1611758316,1611758319,7.0,,
555,555,3315,3226,2753,2,1628035200,True,1611835448,1612426364,7.0,"4,02 оплата пришла",1612426364.0
557,557,3353,3251,2771,7,1644796800,False,1612506212,1612506379,23.0,,1613088000.0
559,559,3355,6,5,7,1632268799,False,1612515370,1612515370,20.0,,
561,561,4842,2548,2213,7,1629590400,True,1626782483,1626944055,20.0,"оплата пришла 22,07",1626944055.0
568,568,9066,8469,6471,2,1691250370,False,1659714370,1659714370,8.0,,
575,575,3370,407,366,2,1644364799,False,1612783611,1612783611,8.0,,
579,579,3374,2739,2383,7,1628812800,False,1612794677,1612794741,22.0,,1613088000.0
580,580,3372,407,366,4,1620518400,True,1612784175,1612851981,14.0,"оплата пришла 9,02",1613088000.0
587,587,3384,1134,981,7,1615420799,False,1612931238,1612931238,20.0,,
588,588,3385,1134,981,7,1644623999,False,1612939874,1612939874,23.0,,
593,593,3390,3290,2800,7,1645660800,True,1612965994,1612966016,23.0,,1612966016.0
594,594,3393,3247,2767,7,1629158399,False,1613024052,1613024052,22.0,,
595,595,3379,3251,2771,7,1644451200,True,1612871251,1613030747,23.0,"10.02 ,2 пришла оплата
Сделали частичны возврат суммы, доплатят 10 марта",1612828800.0
601,601,3397,3317,2811,7,1628726400,False,1613128443,1613128445,22.0,,
603,603,3400,2565,2226,7,1620950400,False,1613133089,1613133115,21.0,,1613692800.0
618,618,3358,711,628,4,1618790400,True,1612525391,1616076357,13.0,"Оплата пришла 18,03",1613088000.0
625,625,925,24,21,4,1585526399,False,1582823656,1582823656,13.0,,
627,627,3371,407,366,4,1620473726,False,1612784126,1612784126,14.0,,
628,628,3386,1134,981,7,1615420800,True,1612939904,1612940040,20.0,,1612940040.0
630,630,3399,531,483,4,1615507200,True,1613128885,1613128971,13.0,,1613128971.0
632,632,3410,3328,2820,7,1644883200,False,1613389935,1613389938,23.0,,
634,634,3418,1485,1277,2,1629072000,False,1613479392,1613479412,7.0,,1614038400.0
635,635,4549,3924,3260,7,1655942400,False,1624480560,1624480586,23.0,,1625616000.0
639,639,4556,3924,3260,7,1656028800,False,1624529113,1624529129,23.0,,
640,640,4557,3943,3277,7,1671840000,False,1624530644,1624530647,26.0,,
643,643,4560,3924,3260,2,1656028800,False,1624540894,1624540900,8.0,,
645,645,4562,3924,3260,7,1658620800,False,1624545759,1624545797,23.0,,1625011200.0
647,647,4540,3914,3252,7,1658707200,True,1624438207,1624607373,23.0,12 мес + 30 дней,1624579200.0
656,656,4577,3307,3393,7,1656201600,False,1624692453,1624692468,23.0,,
658,658,4583,3924,3260,4,1656374400,False,1624874979,1624874990,16.0,,1625616000.0
663,663,4589,4184,3457,7,1640736000,True,1624943109,1624943137,22.0,,1624943137.0
665,665,4576,4458,3640,6,1657411200,True,1624648511,1624961411,18.0,,1624579200.0
667,667,4595,4289,3524,10,1656460800,False,1624963684,1624963687,32.0,,
673,673,4597,3943,3277,7,1656460800,False,1624970268,1624970271,23.0,,
675,675,4599,3924,3260,7,1688083200,False,1625033904,1625033934,34.0,,1625529600.0
676,676,4600,3946,3280,2,1640822400,False,1625037110,1625037112,7.0,,
681,681,4608,3903,3244,7,1640995200,False,1625121409,1625121447,22.0,,1625097600.0
683,683,4611,4503,3664,7,1660608000,True,1625126270,1625126340,23.0,12 мес + 1 мес,1625126340.0
684,684,4604,4284,3521,7,1641081600,True,1625114616,1625210677,22.0,"оплата поступила 02,07,21",1625210677.0
685,685,4590,4453,3635,7,1660089600,True,1624950001,1625582922,23.0,12 мес + 30 дн,1624924800.0
689,689,3419,1485,1277,2,1644969600,False,1613479443,1613479455,8.0,,1614038400.0
690,690,4550,3924,3260,2,1656016750,False,1624480750,1624480750,8.0,,
694,694,4582,3924,3260,4,1656374400,False,1624874601,1624874617,16.0,,1625616000.0
699,699,3822,3713,3115,7,1625097600,True,1618300896,1625132416,23.0,"Частичная оплата, 12+1 мес продажа 25900
01,07,21- вторая часть оплаты так и не поступила (тариф был по 27,05,22 - 330 дней). Тариф закрыла",1618272000.0
703,703,4866,4716,3815,9,1689984000,False,1626945602,1626945612,36.0,,
706,706,5251,5042,4054,9,1693008000,False,1629987992,1629987996,36.0,,
707,707,5252,2838,2462,2,1693008000,False,1629989416,1629989418,35.0,,
708,708,5253,3942,3276,9,1693008000,False,1629993016,1629993027,36.0,,
709,709,5254,5041,4053,7,1631145600,False,1629996100,1629996130,26.0,,
714,714,5260,4819,3885,7,1661644799,False,1630051938,1630051938,23.0,,
715,715,5261,4819,3885,7,1693094400,False,1630052920,1630052925,34.0,,
717,717,5262,4819,3885,7,1693094400,True,1630053212,1630056844,34.0,,1630056844.0
721,721,3845,2135,1846,9,1630022400,True,1618568716,1630065327,29.0,"Согласованно с Грантом, тариф бизнес вместо базового без доплаты
27,08,21 (осталось 230 дней), согласились на заморозку, был до 14,04,22",1618531200.0
723,723,5269,5056,4063,2,1693094400,False,1630072433,1630072447,35.0,,
724,724,5270,5033,4049,2,1693094400,False,1630073393,1630073396,35.0,,
725,725,5271,3942,3276,2,1661558400,False,1630076898,1630076902,8.0,,
727,727,5293,1074,926,3,1633046400,True,1630395924,1630422746,9.0,,1630422746.0
728,728,5304,5088,4086,7,1693440000,False,1630426282,1630426286,34.0,,
729,729,5305,3942,3276,7,1693440000,False,1630427167,1630427173,34.0,,
730,730,5306,5089,4087,7,1631577600,False,1630432464,1630432867,34.0,,
736,736,5314,4469,3645,7,1662076799,False,1630488548,1630488548,23.0,,
739,739,5322,5099,4091,2,1693526400,False,1630495042,1630495051,35.0,,
740,740,5323,3436,2906,6,1661990400,False,1630496634,1630496658,18.0,,1630540800.0
743,743,5414,5199,4156,7,1694131200,False,1631106975,1631106982,34.0,,
744,744,5416,5181,4144,10,1695340799,False,1631132083,1631132083,37.0,,
755,755,3447,3248,2768,2,1629417600,False,1613814735,1613814753,7.0,,
756,756,3448,2608,2265,7,1647820799,False,1613820565,1613820565,23.0,,
761,761,3435,2608,2265,7,1621555199,False,1613721772,1613721772,21.0,,
762,762,3436,2608,2265,7,1621382400,False,1613724474,1613724482,21.0,,1614297600.0
764,764,3425,1485,1277,7,1629331200,True,1613573819,1613726958,22.0,"оплата пришла 19,02",1614124800.0
765,765,3420,1458,1255,2,1629331200,True,1613481316,1613730807,7.0,"оплатили 19,02,21",1614038400.0
771,771,3442,3354,2836,7,1616112000,False,1613748697,1613748724,20.0,,1614643200.0
773,773,3444,2608,2265,7,1616198400,True,1613795877,1613801774,20.0,,1613801774.0
775,775,3446,3119,2677,3,1645401599,False,1613812670,1613812670,12.0,,
779,779,3453,1072,924,7,1616457600,True,1613912404,1613912479,20.0,,1613912479.0
789,789,3467,3368,2851,7,1646179200,False,1614250833,1614250855,23.0,,1614470400.0
793,793,3473,2548,2213,7,1629849600,False,1614263766,1614263778,22.0,,1614470400.0
799,799,3471,1074,926,3,1617321600,True,1614258108,1614351541,9.0,,1614470400.0
800,800,3479,2501,2174,2,1646092800,True,1614330254,1614583597,8.0,"активировала 1,03",1614583597.0
807,807,4551,3924,3260,2,1656016907,False,1624480907,1624480907,8.0,,
809,809,4613,4506,3665,7,1660608000,True,1625140436,1625140504,23.0,,1625140504.0
823,823,4623,4512,3671,7,1656720000,False,1625212858,1625212906,23.0,,
825,825,4624,1216,1053,7,1688256000,False,1625213275,1625213361,34.0,,
827,827,4625,4515,3674,2,1688256000,False,1625214576,1625214587,35.0,,
828,828,4628,4509,3668,2,1665964800,True,1625218885,1625218936,7.0,Партнер - активировала 3 мес баз тарифа,1625218936.0
830,830,4629,4518,3676,9,1688256000,False,1625221307,1625221351,36.0,,1625788800.0
831,831,4631,4520,3677,2,1688256000,False,1625223339,1625223342,35.0,,
832,832,4873,4667,3782,7,1689984000,False,1626955801,1626955804,34.0,,
833,833,4580,4378,3589,2,1659398400,True,1624865278,1625226317,8.0,"2,07,21 - активация 12 мес + 30 дн",1624838400.0
838,838,4878,2838,2462,9,1689984000,False,1626961839,1626961842,36.0,,
839,839,4879,3942,3276,7,1689984000,False,1626965893,1626966391,34.0,,
840,840,4880,3924,3260,2,1689984000,False,1626966538,1626966556,35.0,,1627603200.0
841,841,4881,3924,3260,2,1658508782,False,1626972782,1626972782,8.0,,
847,847,4887,3924,3260,2,1690070400,False,1627036296,1627036322,35.0,,1628467200.0
848,848,4888,4723,3820,9,1690070400,False,1627037638,1627037643,36.0,,
851,851,4891,4515,3674,9,1659139199,False,1627041388,1627041388,29.0,,
852,852,4892,4743,3832,7,1690070400,False,1627042222,1627042228,34.0,,
857,857,4900,4741,3830,7,1690070400,False,1627051240,1627051245,34.0,,
859,859,4902,3942,3276,7,1690070400,False,1627055703,1627055834,34.0,,
863,863,4908,4622,3752,7,1728345599,False,1627284189,1627284189,22.0,,
878,878,3484,2388,2070,7,1630108799,False,1614457165,1614457165,22.0,,
880,880,3487,3368,2851,7,1662681600,True,1614589287,1614589312,26.0,,1614589312.0
882,882,4910,4757,3842,2,1627689600,False,1627292583,1627292593,8.0,,
883,883,3490,3391,2869,7,1630454400,False,1614601956,1614601981,22.0,,1615507200.0
889,889,3496,1891,1634,2,1630627200,False,1614691589,1614691606,7.0,,1614902400.0
891,891,3497,1891,1634,2,1617408000,True,1614752906,1614753051,1.0,,1614753051.0
902,902,3510,2501,2174,7,1701647999,False,1614848829,1614848829,23.0,,
903,903,3504,2352,2035,2,1617408000,True,1614780529,1614851518,1.0,,1614902400.0
904,904,3458,2352,2035,7,1614816000,True,1614155391,1614851564,20.0,"04,03 - доплатили 3тыс, чтобы перейти на базовый пакет, этот был до 01,04,21), его закрыла",1614124800.0
910,910,3513,1069,921,4,1617494400,True,1614853249,1614866180,13.0,,1614866180.0
914,914,3517,3426,2897,2,1650326400,True,1614857423,1614925596,8.0,12 мес +30 дней в подарок,1614902400.0
930,930,3544,3454,2921,7,1632527999,False,1615318306,1615318306,22.0,,
932,932,3462,3332,2824,2,1633824000,True,1614171486,1615368164,7.0,"25,02 оплачен 6мес +1 в подарок, активировать 10 марта, начнут обучение ( пакет был с 25,02 по 25,09,21)
10,03 активировала по 10,10",1614211200.0
934,934,3546,1134,981,7,1618099200,True,1615374507,1615384275,20.0,,1615384275.0
944,944,3560,3474,2936,7,1647561600,False,1615474013,1615474035,23.0,,1616025600.0
948,948,3564,380,344,4,1623456000,True,1615535208,1615537452,14.0,,1615537452.0
950,950,3568,2766,2409,7,1631404800,True,1615548218,1615548274,22.0,,1615548274.0
961,961,4893,4743,3832,7,1690070400,False,1627042318,1627042358,34.0,,
962,962,3501,3394,2872,2,1614902400,False,1614773101,1614773220,24.0,,1614816000.0
966,966,4899,4745,3834,9,1658534400,False,1627049658,1627049692,29.0,,
968,968,3535,3328,2820,7,1647043200,True,1615274321,1615460970,23.0,"Активировали 11,03",1615460970.0
978,978,3566,27,30,4,1624492800,True,1615536590,1615982662,14.0,,1616630400.0
980,980,3570,2608,2265,7,1618876800,True,1615552530,1616155612,20.0,"19,03 поступила оплата",1616155612.0
986,986,4919,4212,3472,4,1627689600,False,1627309511,1627309523,16.0,,
987,987,4920,4212,3472,7,1627689600,False,1627309644,1627309650,23.0,,
992,992,4926,4772,3853,7,1659398400,False,1627378417,1627378427,23.0,,
999,999,4936,4778,3855,9,1690502400,False,1627452388,1627452395,36.0,,
1000,1000,4938,4625,3755,2,1690502400,False,1627460622,1627460624,35.0,,
1001,1001,4939,3903,3244,2,1643673600,False,1627462304,1627462323,7.0,,1627689600.0
1004,1004,4942,3710,3112,2,1643414400,True,1627468361,1627470469,7.0,,1627470469.0
1006,1006,4944,4724,3821,7,1690502400,False,1627480918,1627480919,34.0,,
1007,1007,4946,4788,3863,2,1690502400,False,1627483559,1627483563,35.0,,
1008,1008,4948,3942,3276,2,1690502400,False,1627486821,1627486825,35.0,,
1015,1015,4955,3924,3260,7,1659052800,False,1627550792,1627550970,23.0,,1630627200.0
1016,1016,4921,124,116,7,1643760000,True,1627366559,1627888921,22.0,"активировали 02,08,21",1627888921.0
1018,1018,4958,4515,3674,2,1643760000,True,1627562652,1627890224,7.0,"02,08,21 - активация",1627890224.0
1020,1020,4947,4486,3654,2,1644624000,True,1627485317,1628763606,7.0,"12,08,21 - пришла оплата",1628763606.0
1027,1027,3571,2608,2265,7,1623456000,False,1615552559,1615552563,21.0,,
1037,1037,4937,4781,3857,2,1690502400,False,1627452612,1627452615,35.0,,
